model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	9.0107373	11.5	3.3038	0.01079843	-4.8137528	-5.0955278	0.022388123	-5.0945843	0.022383256	0.016792246	-4.8709601	12.8	0.06523743	1.1273439	-1.6193716	0.11269164	1.6192133	-0.11269031	-0.14238469	-2.1025841	2.0769	1	0.292	1.2693929	1.7350371	-0.49908402	-0.17456798	0.071488192	0.28739522	0.0020797565	1.9511264	1.7406627	0.0038305753	1.7406131	0.0038293408	0.0010871247	1.4284291	1.2820854	-0.20004267	-0.5415365	1.7471999	-0.21655185	-1.7473849	0.21651802	0.11705847	3.0207007	2	2	0	0	-99.20879	R0:N12:S0:1	1.4207943	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@09:56
2x2_2C_8b_C2v_L	10.343502	11.5	3.3038	-0.0074576882	-5.1269128	-5.1439199	0.00021039715	-5.1425325	0.00021296316	0.0041836406	-4.8427752	12.8	0.052774808	1.0140745	-1.4395514	0.091068892	1.4393407	-0.091077001	-0.11544242	-1.8606032	1.8169	1	0.292	1.2880953	1.790162	-0.38080633	-0.13191652	0.0548914	0.25974686	0.0010624025	1.9527631	1.7685131	0.0018555587	1.7684374	0.0018550101	0.00069167016	1.4818199	1.2557504	-0.14240651	-0.57037751	1.6806811	-0.15428287	-1.681	0.15426171	0.094995041	2.8765325	2	2	0	0	-98.541206	R0:N12:S0:1	1.5161685	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@09:57
2x2_2C_8b_C2v_L	8.9598626	11.5	3.3038	0.0097726138	-4.8019765	-5.0978879	0.023545143	-5.0977996	0.023533026	0.017936004	-4.8768159	12.8	0.065410359	1.1314101	-1.6269888	0.11373788	1.6269569	-0.11374541	-0.14389178	-2.1129943	2.0869	1	0.292	1.2687094	1.7330593	-0.50315197	-0.17595972	0.072076674	0.28823802	0.0021109065	1.9510993	1.7397478	0.0039421546	1.7397747	0.0039432326	0.0011106102	1.4267968	1.2828686	-0.20152077	-0.54032607	1.7493514	-0.21946607	-1.7492027	0.21950157	0.1181993	3.0253002	2	2	0	0	-99.265062	R0:N12:S0:1	1.4180574	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@09:58
2x2_2C_8b_C2v_L	10.393055	11.5	3.3038	-0.0069495223	-5.1358149	-5.1457182	-0.00034718668	-5.1495749	-0.00037964521	0.0035842748	-4.8457593	12.8	0.052026224	1.0093901	-1.4325738	0.090158443	1.4330758	-0.090153754	-0.11450089	-1.851867	1.8069	1	0.292	1.2888178	1.7922692	-0.37599873	-0.1300767	0.054191637	0.25847027	0.0010207918	1.9527936	1.7695325	0.0017942173	1.7698696	0.0017976815	0.00067973159	1.4844237	1.2545221	-0.13953475	-0.57187529	1.6785201	-0.15182814	-1.6769224	0.15198581	0.094195138	2.8694759	2	2	0	0	-98.52817	R0:N12:S0:1	1.5201092	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@09:59
2x2_2C_8b_C2v_L	8.9107319	11.5	3.3038	0.0083158222	-4.7888092	-5.100675	0.024848408	-5.1002282	0.024794396	0.019215977	-4.8835872	12.8	0.065610603	1.135232	-1.6346897	0.11484793	1.6345978	-0.11481744	-0.14545934	-2.1236603	2.0969	1	0.292	1.2680559	1.7312192	-0.50698137	-0.17728696	0.072660684	0.28907399	0.0021447283	1.9510771	1.738876	0.0040615931	1.7388741	0.0040594885	0.0011352627	1.4252012	1.2836426	-0.20310926	-0.53907493	1.7512887	-0.22255173	-1.7512615	0.22249759	0.11937417	3.0298773	2	2	0	0	-99.320007	R0:N12:S0:1	1.4155158	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:00
2x2_2C_8b_C2v_L	10.442405	11.5	3.3038	-0.0057035135	-5.1444081	-5.1460466	-0.0006835217	-5.1543989	-0.00073733763	0.0030008264	-4.850243	12.8	0.051286545	1.0047193	-1.4254632	0.089235374	1.4265543	-0.089181405	-0.11356506	-1.8433977	1.7969	1	0.292	1.2895393	1.7943751	-0.37117763	-0.12822765	0.053487906	0.25719747	0.00098020499	1.9528164	1.7705052	0.0017344745	1.7712134	0.0017398134	0.00066800196	1.4871541	1.2532971	-0.13667837	-0.5734445	1.6764287	-0.14939664	-1.6730773	0.14964765	0.093391307	2.8621473	2	2	0	0	-98.510462	R0:N12:S0:1	1.5240988	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:01
2x2_2C_8b_C2v_L	8.8626962	11.5	3.3038	0.006652639	-4.7772352	-5.1033976	0.026226314	-5.1017451	0.026176056	0.020634104	-4.890984	12.8	0.065845739	1.1391955	-1.6424406	0.11595846	1.6421406	-0.11593324	-0.14706804	-2.1345337	2.1069	1	0.292	1.2674222	1.7294692	-0.51065299	-0.17856927	0.073241889	0.28990961	0.0021816969	1.9510733	1.7379946	0.0041847172	1.7379384	0.0041815139	0.0011604312	1.4236271	1.2844146	-0.20483392	-0.53771629	1.753235	-0.22567834	-1.7533945	0.22559855	0.12055985	3.0344608	2	2	0	0	-99.377965	R0:N12:S0:1	1.4131114	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:01
2x2_2C_8b_C2v_L	10.491699	11.5	3.3038	-0.0044553944	-5.1560746	-5.1528372	-0.00086411681	-5.1552036	-0.00089596188	0.0024371143	-4.853151	12.8	0.050560393	1.0003542	-1.4191929	0.088268862	1.419499	-0.088250862	-0.11261149	-1.8346212	1.7869	1	0.292	1.2902623	1.7964884	-0.36632477	-0.12636087	0.052777802	0.25591612	0.00094154562	1.9528612	1.7719665	0.0016789802	1.7721686	0.0016803701	0.00065600361	1.4897903	1.2520642	-0.13390207	-0.57487612	1.6721241	-0.14711055	-1.6711627	0.14717738	0.092576094	2.8549605	2	2	0	0	-98.500669	R0:N12:S0:1	1.5281458	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:02
2x2_2C_8b_C2v_L	8.8154254	11.5	3.3038	0.0048375547	-4.7691156	-5.1063207	0.027669785	-5.1064174	0.027673236	0.022125872	-4.8974826	12.8	0.066190165	1.143534	-1.6502214	0.11709391	1.6502541	-0.11710566	-0.14869384	-2.1452304	2.1169	1	0.292	1.266803	1.7277812	-0.51420926	-0.17981455	0.073820645	0.29072081	0.0022267744	1.9510908	1.7371252	0.0043105164	1.737105	0.0043109443	0.0011855127	1.4219982	1.2851618	-0.20692394	-0.53625449	1.7551723	-0.22882364	-1.755287	0.22883016	0.12174732	3.0391126	2	2	0	0	-99.448045	R0:N12:S0:1	1.4108403	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:03
2x2_2C_8b_C2v_L	10.540989	11.5	3.3038	-0.0027253327	-5.1621509	-5.1578911	-0.00076097508	-5.1602356	-0.00073533534	0.0019531509	-4.8565916	12.8	0.0498938	0.99546546	-1.412745	0.087332787	1.4130805	-0.087302735	-0.11163735	-1.8259535	1.7769	1	0.292	1.2909874	1.7986088	-0.36143226	-0.12447384	0.052059915	0.25461164	0.00090571404	1.9528691	1.7732387	0.0016231723	1.773386	0.0016235086	0.00064420498	1.4924806	1.2508072	-0.13127286	-0.57654482	1.6687509	-0.14476408	-1.6680921	0.14477906	0.091753962	2.8475893	2	2	0	0	-98.486074	R0:N12:S0:1	1.5322654	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:04
2x2_2C_8b_C2v_L	8.7687579	11.5	3.3038	0.0029276674	-4.7604058	-5.1083374	0.029239691	-5.1101374	0.029267775	0.023691528	-4.905188	12.8	0.066589394	1.1477988	-1.6579236	0.11827525	1.6582236	-0.11827253	-0.15034177	-2.1562661	2.1269	1	0.292	1.2661949	1.7261514	-0.51766553	-0.18103586	0.074394548	0.29153327	0.0022765258	1.9511111	1.7361758	0.0044419383	1.7362782	0.0044443666	0.00121117	1.420429	1.285908	-0.20920424	-0.53477223	1.7574105	-0.23205403	-1.757021	0.23211775	0.12293439	3.0437032	2	2	0	0	-99.51615	R0:N12:S0:1	1.4087205	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:04
2x2_2C_8b_C2v_L	10.590254	11.5	3.3038	-0.00055026223	-5.1737457	-5.1605832	-0.00034483882	-5.164182	-0.00035948866	0.0015116892	-4.8610844	12.8	0.049255114	0.9911313	-1.4060491	0.086403102	1.406507	-0.086370251	-0.11067585	-1.8174575	1.7669	1	0.292	1.2917147	1.8007374	-0.35650237	-0.12256814	0.051335006	0.25330533	0.00087167598	1.9529087	1.7743425	0.001568195	1.7746522	0.0015699481	0.00063228612	1.4952611	1.2495483	-0.12872922	-0.57804899	1.6660772	-0.14240234	-1.6645912	0.14249128	0.090919432	2.8400424	2	2	0	0	-98.477982	R0:N12:S0:1	1.5364438	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:05
2x2_2C_8b_C2v_L	8.7223487	11.5	3.3038	0.0009585692	-4.7488421	-5.1144027	0.030894233	-5.1144946	0.03091284	0.025354994	-4.9108886	12.8	0.067055761	1.1516967	-1.6662875	0.11947922	1.6663077	-0.11949455	-0.15202823	-2.1668935	2.1369	1	0.292	1.2655927	1.7245515	-0.52106539	-0.18224087	0.074965058	0.29233627	0.0023324082	1.9511208	1.7354204	0.0045803371	1.7354212	0.0045814747	0.0012381282	1.4187282	1.2866443	-0.21172791	-0.53332848	1.7590256	-0.2354046	-1.7590297	0.23543328	0.12417801	3.0484594	2	2	0	0	-99.584005	R0:N12:S0:1	1.4067523	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:06
2x2_2C_8b_C2v_L	8.6764426	11.5	3.3038	-0.0011179654	-4.748877	-5.1180753	0.0326905	-5.1182415	0.032701183	0.027087281	-4.9174186	12.8	0.067680864	1.1568777	-1.6743408	0.12074081	1.6743608	-0.12072824	-0.15375256	-2.1777359	2.1469	1	0.292	1.2650006	1.7229993	-0.52438161	-0.18342198	0.075532377	0.29313519	0.0024006019	1.951204	1.7345462	0.0047259868	1.7345659	0.0047254797	0.0012638166	1.4170665	1.2873754	-0.21479945	-0.53151479	1.7610039	-0.23887041	-1.760914	0.2388599	0.12538322	3.053233	2	2	0	0	-99.671315	R0:N12:S0:1	1.4049339	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:07
2x2_2C_8b_C2v_L	10.637226	11.5	3.3038	0.0018663856	-5.1776587	-5.1664026	0.00038767092	-5.1692951	0.00042737888	0.0011360654	-4.8643956	12.8	0.048679863	0.98606917	-1.3997751	0.085491701	1.4001655	-0.08547015	-0.1096934	-1.8087331	1.7569	1	0.292	1.2924058	1.8027316	-0.35183997	-0.12074946	0.050646107	0.25198905	0.00084071121	1.9529013	1.775647	0.001516001	1.7758597	0.0015171727	0.00062076865	1.4979808	1.2482791	-0.12636402	-0.57982871	1.6625434	-0.14012818	-1.6615488	0.14018597	0.090097551	2.8325089	2	2	0	0	-98.460899	R0:N12:S0:1	1.5407268	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:08
2x2_2C_8b_C2v_L	8.6311458	11.5	3.3038	-0.0029793667	-4.7373588	-5.120114	0.034494183	-5.1221736	0.034509677	0.028908758	-4.9267083	12.8	0.068349918	1.1607781	-1.6821342	0.12198856	1.6824742	-0.12198745	-0.15555255	-2.1892534	2.1569	1	0.292	1.264419	1.7215046	-0.52759787	-0.18458287	0.076094867	0.29392531	0.0024727794	1.9512193	1.7335973	0.0048720692	1.7337245	0.0048755819	0.0012928946	1.4155711	1.2880936	-0.21797325	-0.53005834	1.7631914	-0.24229512	-1.762697	0.24238492	0.12666445	3.0577223	2	2	0	0	-99.7386	R0:N12:S0:1	1.4032463	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:09
2x2_2C_8b_C2v_L	10.682633	11.5	3.3038	0.0046483287	-5.1854286	-5.1724584	0.0015040724	-5.1735399	0.001507039	0.0008639184	-4.869064	12.8	0.048232984	0.98138923	-1.3936097	0.084660184	1.3937243	-0.084641338	-0.10869757	-1.8002668	1.7469	1	0.292	1.293073	1.8046335	-0.34735051	-0.11898473	0.04998085	0.25064843	0.00081458851	1.9529167	1.7769312	0.0014675785	1.7770542	0.0014679988	0.000608864	1.5008005	1.2469846	-0.12432986	-0.58150159	1.659091	-0.13798455	-1.658471	0.13801058	0.089241023	2.8247667	2	2	0	0	-98.453391	R0:N12:S0:1	1.5447529	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:09
2x2_2C_8b_C2v_L	8.5862144	11.5	3.3038	-0.004711449	-4.7333957	-5.1236875	0.036427222	-5.1241488	0.036412941	0.030835975	-4.9347996	12.8	0.069143306	1.1655653	-1.6902359	0.12328117	1.6902954	-0.12327053	-0.15740522	-2.2005497	2.1669	1	0.292	1.2638453	1.7200476	-0.53074874	-0.1857243	0.076654127	0.29472237	0.0025561182	1.9512789	1.7327291	0.0050291078	1.7327845	0.0050298308	0.0013218155	1.4139952	1.2888189	-0.22160117	-0.52837211	1.7650717	-0.24591486	-1.7648206	0.24593824	0.12796137	3.0623567	2	2	0	0	-99.818141	R0:N12:S0:1	1.4016938	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:10
2x2_2C_8b_C2v_L	10.728487	11.5	3.3038	0.0074246316	-5.202627	-5.1760879	0.0028782657	-5.1786551	0.0029819431	0.00069884458	-4.8737738	12.8	0.047899012	0.97754534	-1.3871055	0.083933313	1.3874726	-0.083912602	-0.10770811	-1.7918218	1.7369	1	0.292	1.2937503	1.8065699	-0.3427636	-0.11717917	0.049299478	0.24930539	0.00079298812	1.953003	1.778126	0.0014235172	1.7782787	0.0014240835	0.00059649487	1.5036079	1.2456868	-0.12261998	-0.5827401	1.6559171	-0.13601146	-1.655232	0.13603813	0.088359197	2.8171016	2	2	0	0	-98.462065	R0:N12:S0:1	1.5491258	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:11
2x2_2C_8b_C2v_L	8.5416746	11.5	3.3038	-0.0062369964	-4.7269221	-5.1274562	0.038424625	-5.1304212	0.038416629	0.032840368	-4.9417974	12.8	0.069999647	1.1700999	-1.6983739	0.12459154	1.6988664	-0.12459775	-0.15927955	-2.2116594	2.1769	1	0.292	1.2632795	1.7186278	-0.533831	-0.18684649	0.077209635	0.29549864	0.0026460969	1.9513218	1.7318371	0.0051869651	1.7320212	0.0051931438	0.0013518022	1.4123519	1.2895225	-0.22544335	-0.52677531	1.7671449	-0.24948774	-1.7664317	0.24963995	0.12929212	3.0670414	2	2	0	0	-99.899806	R0:N12:S0:1	1.4002506	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:12
2x2_2C_8b_C2v_L	10.775064	11.5	3.3038	0.010351449	-5.2145707	-5.1841696	0.0045943228	-5.1855475	0.004627972	0.00073813566	-4.8767159	12.8	0.04764558	0.97320478	-1.381266	0.083315241	1.3814479	-0.083294956	-0.10667229	-1.7830885	1.7269	1	0.292	1.2944422	1.8085555	-0.33804084	-0.11531737	0.048596086	0.24794599	0.00077449182	1.9530617	1.779463	0.001383938	1.7795641	0.0013840981	0.00058405256	1.5062962	1.2443721	-0.12112814	-0.58412319	1.6523215	-0.13421153	-1.6518425	0.13422109	0.087462774	2.8095899	2	2	0	0	-98.469436	R0:N12:S0:1	1.5535853	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:13
2x2_2C_8b_C2v_L	8.4976495	11.5	3.3038	-0.0075591089	-4.7228779	-5.1334873	0.040587089	-5.1329651	0.040568869	0.035016325	-4.9500047	12.8	0.070941802	1.1749089	-1.7069432	0.12598457	1.7068494	-0.12597554	-0.16124981	-2.2230875	2.1869	1	0.292	1.2627231	1.7172595	-0.53682775	-0.18795196	0.077759496	0.29626629	0.0027443095	1.951381	1.7310807	0.0053607234	1.7310583	0.0053592904	0.0013830577	1.4107724	1.2902151	-0.22957196	-0.52510178	1.7686577	-0.25337339	-1.7687304	0.25334053	0.13066491	3.0716554	2	2	0	0	-99.986358	R0:N12:S0:1	1.3989832	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:13
2x2_2C_8b_C2v_L	8.4537872	11.5	3.3038	-0.0086452838	-4.7177716	-5.1360204	0.04274839	-5.1366313	0.042769765	0.037300936	-4.9593812	12.8	0.071937149	1.1796553	-1.7149673	0.12735681	1.7150824	-0.12735842	-0.16329998	-2.2348279	2.1969	1	0.292	1.2621709	1.7159145	-0.53978446	-0.18904504	0.078308995	0.2970384	0.0028490291	1.9514308	1.7301574	0.0055342641	1.7301718	0.0055348859	0.0014162186	1.4092645	1.2909103	-0.23388842	-0.52348457	1.7706989	-0.2571789	-1.7706749	0.25718975	0.13208859	3.0761603	2	2	0	0	-100.06887	R0:N12:S0:1	1.3977965	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:14
2x2_2C_8b_C2v_L	10.822476	11.5	3.3038	0.013452126	-5.224359	-5.1940773	0.0063968307	-5.1918115	0.0063517084	0.00093751871	-4.8821949	12.8	0.047438933	0.96868788	-1.3756245	0.082847833	1.3753072	-0.082852821	-0.10565376	-1.774823	1.7169	1	0.292	1.2951506	1.8105876	-0.33316641	-0.11339017	0.0478665	0.24653059	0.00075732886	1.9530985	1.7809182	0.001350309	1.7807771	0.0013493185	0.0005719073	1.5091785	1.2429997	-0.11972288	-0.58569339	1.6481814	-0.1326806	-1.648828	0.1326319	0.086564777	2.8016162	2	2	0	0	-98.480085	R0:N12:S0:1	1.5580935	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:15
2x2_2C_8b_C2v_L	8.4103865	11.5	3.3038	-0.009440947	-4.7126551	-5.142071	0.045156606	-5.1410761	0.045083232	0.039719709	-4.9687091	12.8	0.072966754	1.1844043	-1.7236194	0.12884463	1.7234452	-0.12880915	-0.16540659	-2.2466062	2.2069	1	0.292	1.261627	1.7146127	-0.54266307	-0.19012284	0.078852116	0.29777288	0.0029581752	1.9514795	1.7293579	0.005721029	1.7293007	0.0057163219	0.0014504827	1.4077517	1.2915661	-0.23830387	-0.52188755	1.7724323	-0.26121632	-1.7726445	0.2611067	0.13354639	3.0806389	2	2	0	0	-100.16032	R0:N12:S0:1	1.3967609	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:16
2x2_2C_8b_C2v_L	10.87108	11.5	3.3038	0.01617764	-5.2370393	-5.2030716	0.0080120389	-5.2050893	0.0080536451	0.0013916152	-4.8874437	12.8	0.047300446	0.96435197	-1.3698095	0.082545285	1.370063	-0.082552408	-0.10465812	-1.766541	1.7069	1	0.292	1.2958819	1.8126923	-0.32808951	-0.11137931	0.047102851	0.24505929	0.00074262484	1.9531655	1.7822048	0.0013199033	1.7823706	0.0013214413	0.00055978883	1.5120345	1.2415702	-0.11850001	-0.58708293	1.6450241	-0.13127916	-1.6442146	0.13136016	0.08566971	2.7936716	2	2	0	0	-98.508348	R0:N12:S0:1	1.5627029	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:17
2x2_2C_8b_C2v_L	8.367329	11.5	3.3038	-0.0099335079	-4.704917	-5.1469854	0.047580047	-5.144433	0.047517447	0.042315475	-4.9779874	12.8	0.074023962	1.188912	-1.7321096	0.13032613	1.7316785	-0.13029324	-0.16760975	-2.2584306	2.2169	1	0.292	1.26109	1.7133505	-0.54547939	-0.19118822	0.079390807	0.29852975	0.0030728438	1.9515112	1.7285323	0.0059144341	1.728372	0.0059062516	0.0014874568	1.4062323	1.2922428	-0.24284482	-0.52036684	1.7741648	-0.26532324	-1.7747807	0.26513352	0.13508944	3.0851188	2	2	0	0	-100.24234	R0:N12:S0:1	1.3958401	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:17
2x2_2C_8b_C2v_L	8.3243274	11.5	3.3038	-0.010187153	-4.703841	-5.150863	0.050112828	-5.1520932	0.050123381	0.045085881	-4.9874113	12.8	0.0751404	1.1942588	-1.740457	0.1318634	1.7406774	-0.13185596	-0.16991521	-2.270357	2.2269	1	0.292	1.2605555	1.712099	-0.548271	-0.19224204	0.079929087	0.299245	0.003194286	1.9515731	1.7276034	0.0061101361	1.7276516	0.0061112744	0.0015250364	1.4047235	1.2928769	-0.2475826	-0.51872349	1.7763761	-0.26939781	-1.7762289	0.2694192	0.13666989	3.0895624	2	2	0	0	-100.34519	R0:N12:S0:1	1.3950191	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:18
2x2_2C_8b_C2v_L	10.921147	11.5	3.3038	0.018800022	-5.2545822	-5.2155396	0.009341159	-5.2163971	0.0093664008	0.0021586094	-4.8921439	12.8	0.04722572	0.96041276	-1.3643156	0.082358007	1.3644353	-0.08235906	-0.10370228	-1.7581982	1.6969	1	0.292	1.2966404	1.8148942	-0.32276791	-0.10927269	0.046298579	0.24356822	0.00073027072	1.953275	1.7837431	0.0012955131	1.783795	0.0012959497	0.00054786159	1.5148365	1.2401202	-0.11745683	-0.58819517	1.6407123	-0.13015898	-1.6404732	0.13018087	0.084791441	2.7858473	2	2	0	0	-98.548116	R0:N12:S0:1	1.5674767	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:19
2x2_2C_8b_C2v_L	8.2818003	11.5	3.3038	-0.010169206	-4.6979552	-5.1563614	0.052864802	-5.1550643	0.052833869	0.048101566	-4.9985489	12.8	0.076253465	1.1990547	-1.7491418	0.13346737	1.7489181	-0.1334652	-0.17235239	-2.2827333	2.2369	1	0.292	1.2600292	1.7108993	-0.5509827	-0.19328589	0.080461338	0.29997121	0.0033182883	1.9516112	1.726776	0.0063232346	1.7267058	0.0063205481	0.0015662937	1.4033049	1.2935185	-0.25231274	-0.51719077	1.7781279	-0.27377641	-1.778382	0.27371726	0.13834664	3.0938887	2	2	0	0	-100.43625	R0:N12:S0:1	1.3943598	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:19
2x2_2C_8b_C2v_L	8.2395457	11.5	3.3038	-0.0098563253	-4.6916412	-5.1635182	0.055759659	-5.1637284	0.055776327	0.051235715	-5.0089108	12.8	0.077353211	1.203851	-1.7581108	0.13517241	1.7581678	-0.13517211	-0.17482371	-2.2949587	2.2469	1	0.292	1.2595086	1.7097254	-0.5536438	-0.19431589	0.080989458	0.3006423	0.0034429248	1.9516375	1.7259897	0.0065435684	1.7259635	0.0065426728	0.001608626	1.4018559	1.2941039	-0.25697267	-0.51574924	1.7798915	-0.27823271	-1.7800441	0.27820546	0.14005248	3.0981712	2	2	0	0	-100.54004	R0:N12:S0:1	1.3937981	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:20
2x2_2C_8b_C2v_L	10.973473	11.5	3.3038	0.021226488	-5.2689901	-5.2330957	0.010079811	-5.2293595	0.010081185	0.0031614563	-4.8960962	12.8	0.047125981	0.95615842	-1.3593336	0.082237715	1.3588697	-0.082234082	-0.10283199	-1.7497472	1.6869	1	0.292	1.2974397	1.8172435	-0.31708751	-0.10702947	0.045436332	0.24202523	0.00071728886	1.9533683	1.7855334	0.0012742644	1.7852319	0.001271777	0.00053704376	1.5175953	1.2386177	-0.11635167	-0.58940654	1.6354329	-0.12917873	-1.6369163	0.12904518	0.083990558	2.7780253	2	2	0	0	-98.593297	R0:N12:S0:1	1.5724048	-151.9392	uncorrelated	2	8eae08f	v2.2.3	NY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-19@10:21
