CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	M	M_ave	U	U_1_ave	Up	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	ed	ed_ave	ep	ep_2_ave	ep_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
6	Broyden	-96.2312424	-63.66814815	6.076602139	YY	0	-0.183207093	9.714285714	0.3345232936	0	self-energy	sharp_wc_2_b_50	0.5087881323	0.04355154058	-4.8442392	1.972074773	-4.96342358	1.398403312	-1.033124365	1.883508816	-4.407453778	1.364454693	-5.617864272	1.973659465	0.5164608105	0.07928170914	0.2431713771	0.001355934555	0	0.4339153876	2.981481481	2	1.232594553	a248bdd	2x2_2C_8b_C2v_L	10.94	1.320927439	2	1.666509919	1.3209274390415124	2.000000000000001	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4584647022	-0.3080606077	0.1876045518	0.06755625122	1.279209761	0.05509498213	-0.5717392831	0.0161143401	2.357803399	-0.3827202053	-2.705352871	1.153994107	-0.001898157261	0.1402551038	0.4913406555	-0.4794333384	-0.02922032201	0.001012296544	2.53744866	-1.283190697	2.639910314	-0.06746629086	0.05473883238	-0.02246478396	0.4637330028	-0.4360541345	0.004645729956	-0.001246777186	-0.002990622166	0.002949290676	0.2190278347	-0.04079759242	0.1863077794	0.0673871142	0.4588828014	-0.306938583	-1.191541116	0.2913917843	1.788980014	-0.03770812345	2.492663151	-1.115889703	-1.99020112	0.3860331786	-0.4954431045	0.4835426017	-0.0007716160707	-0.1392174603	2.532703602	-1.282960871	-0.04426712778	0.001346973295	0.03588706665	-0.01464378286	2.642044676	-0.06783046674	0.003394510449	-0.0009540714117	0.4647783047	-0.4371475477	0.2245961829	-0.04185520726	-0.004333281188	0.004330243063	2024-10-09@11:05	2.148148148	-0.6677860531	1	2.498001805e-16	-0.256836639	0.3888888889	-1.110223025e-16	0.107784575	v2.7.1	
3	Broyden	-101.78538	-65.64529103	6.240858953	YY	0	-0.1924308546	10.04081633	0.3132979202	0	self-energy	sharp_wc_2_b_50	0.4953262913	0.03767190515	-5.321766209	1.954661321	-5.343505995	1.468111683	-1.756853378	1.880909149	-4.825092308	1.411578595	-6.060007836	1.977130204	0.4986099387	0.06803423305	0.2359339984	0.001057748244	0	0.4287891724	2.981481481	2	1.237567851	a248bdd	2x2_2C_8b_C2v_L	11.18714286	1.30021129	2	1.666357024	1.3002112904239032	1.9999999999999998	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4717493713	-0.3011066043	0.1745373643	0.07350231158	1.005780601	0.092840454	-0.688688875	0.07445404616	2.538387606	-0.3420819793	-2.669104633	1.129203051	-0.04400535799	0.1434835311	0.6487343092	-0.5067050317	0.01145123558	-0.0002112224557	2.604810421	-1.256053448	2.692486179	-0.06100689148	0.1052533875	-0.04190948337	0.473488961	-0.4099832131	0.007459978606	-0.001678764819	0.001126626957	-0.00108968325	0.2088548542	-0.03474083838	0.1721853986	0.07350849868	0.4725996521	-0.3004678489	-1.481547957	0.4207111797	1.734534997	-0.01772416624	2.321415445	-1.047829622	-2.106700098	0.3555982556	-0.6580105853	0.5146357825	0.0369880581	-0.1412831757	2.603991144	-1.256592238	-0.08548229746	0.001965644113	-0.01395355518	0.005602503835	2.691735318	-0.06121599252	-0.001125615232	0.0001528648379	0.4741093141	-0.4106611076	0.2136655692	-0.03557083138	-0.007781740746	0.007172760273	2024-10-09@11:13	2.148148148	-0.6545202866	1	-3.053113318e-16	-0.2432949542	0.3888888889	-1.110223025e-16	0.1023484749	v2.7.1	
3	Broyden	-101.1274158	-66.91386247	6.33334724	YY	0	-0.1963343568	10.20408163	0.3084761472	0	self-energy	sharp_wc_2_b_50	0.4689397786	0.03445386792	-5.32655672	1.966158712	-5.323865233	1.442290421	-1.223473606	1.906791773	-4.894738467	1.425270139	-6.006366041	1.978631755	0.4710268675	0.05900865875	0.2396776803	0.0009825625234	0	0.4262454321	2.981481481	2	1.240406999	a248bdd	2x2_2C_8b_C2v_L	11.34571429	1.296603028	2	1.666652428	1.2966030276742107	2.0	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4438791478	-0.2814428016	0.1665652205	0.064403447	1.210840992	0.06729964156	-0.4159833431	-0.03562602025	2.408926593	-0.3428604493	-2.750523347	1.154129337	0.00716911035	0.1205849456	0.4597549539	-0.4441516573	0.0009656094392	-0.0001317453309	2.589850105	-1.247214211	2.654200959	-0.0571197998	-0.1082796795	0.04382956302	0.4466381877	-0.3802333093	-0.007972978419	0.001713231473	0.0005428308119	-0.0004423178899	0.2023168141	-0.03301647283	0.1658246231	0.06351636024	0.4460358988	-0.2821242228	-1.307089891	0.3494379655	1.938481416	-0.05049704617	2.456494637	-1.098682328	-1.875041496	0.34710385	-0.467390645	0.4511810377	-0.008205456235	-0.1188064989	2.587821456	-1.24771681	0.0894121187	-0.002004237625	-0.00122134611	0.0004019406684	2.654353094	-0.05747683705	-0.0003600841569	0.0001698926744	0.4480984617	-0.3815882794	0.2076162523	-0.03391298574	0.008846180688	-0.00795527017	2024-10-09@10:47	2.148148148	-0.6471090722	1	2.775557562e-17	-0.2356618138	0.3888888889	1.665334537e-16	0.09929113219	v2.7.1	
6	Broyden	-108.6725134	-68.29671959	6.452579117	YY	0	-0.2024034357	10.44897959	0.2933257868	0	self-energy	sharp_wc_2_b_50	0.4561148302	0.03010720195	-5.919699672	1.968125428	-5.4216812	1.522352988	-3.392920946	1.858531365	-5.259581129	1.461096386	-6.33204094	1.980123012	0.4559858659	0.0520303099	0.2371662526	0.0008081433322	0	0.4225159076	2.981481481	2	1.24386532	a248bdd	2x2_2C_8b_C2v_L	11.51857143	1.281706292	2	1.666381194	1.281706291643506	2.0	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4552728665	-0.2770290368	0.1525970063	0.07166501982	1.957504347	-0.06073249519	0.2746280347	-0.2911220364	1.917474705	-0.3141344092	-2.510434784	1.041136742	0.05434096113	0.1463911871	1.121706568	-0.5819572755	0.0007051873967	0.0001424265453	2.650085543	-1.222293651	2.69110924	-0.05420780545	0.1525171819	-0.06003966055	0.4540546638	-0.3630422072	0.009848300922	-0.001952564915	0.000946338095	-0.000885540942	0.1947778113	-0.02898543606	0.1513520045	0.07126113308	0.4578600761	-0.2786262749	-0.2341324202	-0.08757977024	2.336015674	-0.1200977047	2.5101809	-1.080240942	-1.480189643	0.2958492178	-1.130259467	0.5788062715	0.001506904183	-0.1491936065	2.652146062	-1.223738035	-0.1272414001	0.002664862638	-0.0009283362056	0.0004996351227	2.68745658	-0.05428244142	-0.0005869043131	-6.095692987e-05	0.4539893137	-0.3631623414	0.1986585382	-0.02960209013	-0.0123153947	0.0103263441	2024-10-09@10:39	2.148148148	-0.6371091872	1	8.326672685e-17	-0.2262173888	0.3888888889	-5.551115123e-17	0.09545296466	v2.7.1	
3	Broyden	-108.9430902	-68.89100527	6.496355395	YY	0	-0.2046732753	10.53061224	0.2884553583	0	self-energy	sharp_wc_2_b_50	0.4498009464	0.02896445185	-5.742794416	1.956794676	-5.761100727	1.555176737	-3.083439329	1.848872017	-5.360540229	1.469920556	-6.400352	1.981504671	0.4472796012	0.04949222906	0.2348668388	0.0007405233507	0	0.4213117687	2.981481481	2	1.24512384	a248bdd	2x2_2C_8b_C2v_L	11.59285714	1.277133535	2	1.666435612	1.277133534921787	1.9999999999999998	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4533016515	-0.2725578434	0.1528002429	0.06843884091	1.986406989	-0.05519329095	0.4601122099	-0.3719605161	1.889074766	-0.3007546612	-2.56922046	1.002016187	-0.1288246934	0.1564233346	1.033144241	-0.5962191444	0.02807588535	-0.000627242121	2.664165068	-1.217547634	2.692509287	-0.05241713382	-0.004440055341	0.001689448061	0.4511767208	-0.3542294926	-0.0005564621986	0.0001336377954	0.002548285814	-0.002077230436	0.1922639595	-0.02789675524	0.1505078303	0.06865089762	0.4539500987	-0.2722680382	-0.3094146809	-0.06389864412	2.439069408	-0.1407567445	2.586573019	-1.062023962	-1.252608199	0.2738508518	-1.044213083	0.6066680512	0.09586089463	-0.153073346	2.66252016	-1.217321453	0.003738748421	-0.0001392856849	-0.03329820444	0.01302715795	2.692692035	-0.05256802746	-0.002213283152	0.000444151265	0.451698131	-0.3547286802	0.1960684607	-0.02845316078	0.0008896209292	-0.0007218729032	2024-10-09@10:36	2.148148148	-0.6334067537	1	-1.942890293e-16	-0.2227924571	0.3888888889	-5.551115123e-17	0.0940683343	v2.7.1	
2	Broyden	-111.9027533	-69.99957671	6.580439279	YY	0	-0.2084112159	10.69387755	0.2807465143	0	self-energy	sharp_wc_2_b_50	0.4330755237	0.02641208904	-5.966661577	1.977995641	-5.744202719	1.569068288	-3.863579016	1.830731894	-5.545122736	1.488236065	-6.520377603	1.982503505	0.4318396748	0.04438022401	0.2339378914	0.0006597764578	0	0.4189198236	2.981481481	2	1.247539466	a248bdd	2x2_2C_8b_C2v_L	11.73142857	1.270003129	2	1.666459331	1.2700031293263454	2.0	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4458484919	-0.2626073806	0.1451777848	0.06640452676	1.910458814	-0.05082021628	0.121471955	-0.2244456136	1.964352893	-0.2855898315	-2.454570036	1.011741704	-0.0767509703	0.1595534055	1.299710976	-0.640136025	0.02911390504	-0.000670268889	2.681886411	-1.203812729	2.693717516	-0.05029083898	-0.04213371041	0.01639851243	0.4443863562	-0.3373882228	-0.00230423018	0.0004672976447	0.003180781756	-0.002492782384	0.1866376994	-0.02588221427	0.1436284005	0.0665394998	0.4461118242	-0.2623857519	-0.2813541498	-0.06087967696	2.206039963	-0.09578890431	2.429373527	-1.029615881	-1.638144847	0.2755317671	-1.318731948	0.6498184502	0.06937850471	-0.1573803184	2.680695648	-1.203699492	0.03567815077	-0.000753316245	-0.03414467376	0.01324517306	2.692945311	-0.05030444787	-0.00248223497	0.0004890031152	0.4437710462	-0.3370602256	0.1906015301	-0.02643570636	0.002948305146	-0.002306066224	2024-10-09@09:36	2.148148148	-0.6262802145	1	-1.387778781e-16	-0.2162403276	0.3888888889	-5.551115123e-17	0.09140645449	v2.7.1	
3	Broyden	-113.8118505	-71.10814815	6.663627489	YY	0	-0.2119964128	10.85714286	0.2728310951	0	self-energy	sharp_wc_2_b_50	0.4243677208	0.02442902611	-6.346661265	1.971354717	-5.654164676	1.538721309	-4.038827702	1.885334204	-5.728727637	1.507542584	-6.630837898	1.98163468	0.4228291434	0.0398390835	0.2379408754	0.0006761233105	0	0.4166023828	2.981481481	2	1.249890836	a248bdd	2x2_2C_8b_C2v_L	11.87	1.262617068	2	1.666493207	1.26261706834027	1.9999999999999998	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4389612001	-0.2527922769	0.1394684302	0.06419007056	1.950017197	-0.05518558185	0.3072340843	-0.2842360337	1.922117862	-0.2895292079	-2.511711134	1.04657963	0.1688657031	0.120862479	1.141311906	-0.5388937454	0.009943460891	-4.787232534e-05	2.687384948	-1.185369094	2.69313011	-0.04829851031	0.2711955177	-0.1055640561	0.437682826	-0.3208896828	0.0192153543	-0.003037710866	0.002161004511	-0.001736500856	0.1817375264	-0.02401544914	0.1380833156	0.06358869791	0.4426685506	-0.2552071439	-0.1856910735	-0.08853846797	2.350853919	-0.1081647322	2.516720081	-1.084959781	-1.479769003	0.2729512599	-1.154117233	0.5334019856	-0.06817735221	-0.1250033554	2.698029631	-1.19023918	-0.2309947093	0.004153283336	-0.01159416632	0.004627214879	2.681193018	-0.04828251974	-0.001355968573	3.90040883e-05	0.436729876	-0.3204774593	0.1853894587	-0.0245805851	-0.02827597574	0.02164764901	2024-10-09@09:27	2.148148148	-0.6191325935	1	-4.163336342e-16	-0.2098660828	0.3888888889	-8.326672685e-17	0.08881045734	v2.7.1	
2	Broyden	-115.8323746	-72.21671959	6.746263459	YY	0	-0.2155893036	11.02040816	0.2649101278	0	self-energy	sharp_wc_2_b_50	0.4158970205	0.02245060434	-6.49186895	1.973265837	-5.767044573	1.546079376	-4.298108338	1.89404473	-5.915430941	1.524675929	-6.739207537	1.982186862	0.412976021	0.03579340203	0.2418655367	0.0006130348187	0	0.4143371995	2.981481481	2	1.252192827	a248bdd	2x2_2C_8b_C2v_L	12.00857143	1.255222556	2	1.666530046	1.2552225562015087	2.0	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4326002536	-0.2435527666	0.1346722834	0.06116855717	1.93868572	-0.05312184234	0.3006310233	-0.2750531914	1.929592673	-0.2793162169	-2.522909488	1.049585586	0.2142589467	0.1127950797	1.140038166	-0.5201033569	0.01064496547	-3.895938437e-05	2.701490621	-1.170813142	2.692035028	-0.04631950204	0.2987914866	-0.1157675087	0.4307697468	-0.3052495723	0.01911208581	-0.002889010267	0.002367726002	-0.001823698945	0.177229858	-0.02235272584	0.1336371596	0.06043424752	0.4362550595	-0.2459927442	-0.1661435371	-0.08892353955	2.344354867	-0.1021992583	2.518974867	-1.082818545	-1.492440328	0.2645443117	-1.168851197	0.5204502116	-0.0942711145	-0.115838209	2.714990673	-1.176756404	-0.2574067273	0.004472899126	-0.01228659181	0.004888525302	2.677204179	-0.04625268528	-0.001460863704	4.231032291e-05	0.4296627623	-0.3048010761	0.1804624006	-0.02284343276	-0.02957332985	0.02177102265	2024-10-09@09:19	2.148148148	-0.6119484934	1	-1.387778781e-16	-0.2036267378	0.3888888889	-8.326672685e-17	0.08626505777	v2.7.1	
2	Broyden	-117.8473461	-73.40529103	6.827683831	YY	0	-0.2190472363	11.18367347	0.2572857226	0	self-energy	sharp_wc_2_b_50	0.3998517679	0.02062101792	-6.611635829	1.975394013	-5.895523217	1.55192524	-4.533864314	1.903319456	-6.108349346	1.541472667	-6.8502134	1.98208441	0.3969629733	0.03213126169	0.2385131724	0.0006197058435	0	0.4121356119	2.981481481	2	1.254432054	a248bdd	2x2_2C_8b_C2v_L	12.15714286	1.248108057	2	1.666567674	1.2481080569781038	2.0	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4258118521	-0.2344814296	0.1298159155	0.05819570542	1.923154166	-0.04924439802	0.2887995645	-0.265168603	1.939476904	-0.2695168872	-2.545035709	1.054845028	0.2374416354	0.1056024922	1.116102405	-0.4953195186	0.004331472668	6.425697036e-05	2.710247984	-1.154883989	2.689797708	-0.04450516635	0.3585334388	-0.1384174485	0.4240494635	-0.2904600207	0.02475383678	-0.003422731118	0.001103101971	-0.0008555627011	0.1717557046	-0.02067250003	0.1285975777	0.05742367198	0.4295303064	-0.2369240543	-0.1746213943	-0.08023556776	2.333912382	-0.09646604331	2.526185522	-1.081104615	-1.50147592	0.2567702927	-1.169267897	0.507348251	-0.1209267273	-0.1058468887	2.730547067	-1.163510402	-0.3114740107	0.005169723903	-0.004933569157	0.002025089952	2.668628616	-0.04436713657	-0.0006473746959	-7.31296318e-05	0.421935955	-0.2894547838	0.1753937131	-0.02121314244	-0.04052022275	0.02878520443	2024-10-09@09:11	2.148148148	-0.6047948544	1	-3.885780586e-16	-0.1975666368	0.3888888889	-1.387778781e-16	0.08378808245	v2.7.1	
2	Broyden	-119.6336761	-74.51386247	6.907567321	YY	0	-0.2223150034	11.34693878	0.2499428039	0	self-energy	sharp_wc_2_b_50	0.3916629963	0.0189720251	-6.678516895	1.976558504	-6.028819391	1.56272146	-4.742354601	1.90785567	-6.289330508	1.556591431	-6.953389933	1.982759339	0.3882379014	0.02898701245	0.2403138118	0.0005642975933	0	0.4099977514	2.981481481	2	1.256601477	a248bdd	2x2_2C_8b_C2v_L	12.29571429	1.241247565	2	1.666599221	1.241247565011602	2.0000000000000004	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4190880834	-0.2258961296	0.1250936898	0.05523898443	1.927840809	-0.0476975142	0.2803955348	-0.2586167533	1.930761968	-0.2595365542	-2.550115529	1.049173832	0.2434507713	0.09946404519	1.122274492	-0.4913663896	0.001008518706	0.0001015520718	2.723267724	-1.141400863	2.687948061	-0.04297048319	0.3635778843	-0.1397436275	0.4171590769	-0.2768162041	0.02413495777	-0.003143414701	0.001076887456	-0.0008010518264	0.1670056121	-0.01924367157	0.1244773842	0.05449995754	0.4225981576	-0.2281655018	-0.1676115492	-0.07887022249	2.335209989	-0.09219840339	2.538503299	-1.077353935	-1.490556459	0.2465966731	-1.163743918	0.4954578199	-0.09550642522	-0.1019429129	2.744662758	-1.150289193	-0.3187833754	0.005101757792	-0.001151189737	0.0005476885081	2.665867988	-0.0427953794	-0.0005651417561	-6.931208218e-05	0.4150667203	-0.2757116931	0.1704381769	-0.01972662255	-0.04141441763	0.02840123497	2024-10-09@09:05	2.148148148	-0.5977040425	1	-2.220446049e-16	-0.1917054667	0.3888888889	-1.665334537e-16	0.08138752917	v2.7.1	
3	Broyden	-121.6119019	-75.70243383	6.986081193	YY	0	-0.2254523881	11.51020408	0.2428706079	0	self-energy	sharp_wc_2_b_50	0.3749307376	0.01743963899	-6.767231132	1.977323961	-6.161732982	1.573016116	-4.991199001	1.912680361	-6.478433538	1.571009389	-7.060352759	1.983312471	0.3715869816	0.02612228246	0.2346035276	0.0005477224126	0	0.4079222601	2.981481481	2	1.258706994	a248bdd	2x2_2C_8b_C2v_L	12.44428571	1.234637015	2	1.66662926	1.2346370144549512	1.9999999999999998	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4119939777	-0.2174469336	0.1204262241	0.05241014202	1.914996726	-0.04475110531	0.2895960065	-0.2580100717	1.936291707	-0.2502681873	-2.552377013	1.043045639	0.2596301158	0.09344137392	1.129571696	-0.4843417796	0.005623459702	1.391746396e-05	2.73528599	-1.127968418	2.685022236	-0.04155131285	0.3716010867	-0.1422273061	0.4101959089	-0.2637806694	0.02628098302	-0.003184555543	0.00125680165	-0.000882111776	0.1618520386	-0.01785936957	0.1199185911	0.05172464844	0.4155311182	-0.2196492043	-0.1735738029	-0.07185635191	2.342383805	-0.08940288146	2.545370784	-1.073710238	-1.471458766	0.2367603942	-1.165255537	0.4837109174	-0.08227763262	-0.09731619375	2.757898947	-1.13722794	-0.3287298476	0.005108705283	-0.006326326961	0.002511931344	2.662083191	-0.04136356408	-0.0007164279142	-2.894152951e-05	0.4075926184	-0.2623267891	0.1652900267	-0.0183168063	-0.04697431551	0.03113606635	2024-10-09@09:02	2.148148148	-0.5906650937	1	-1.665334537e-16	-0.1860263548	0.3888888889	8.326672685e-17	0.07905759577	v2.7.1	
3	Broyden	-123.3154615	-76.17100527	7.060854309	YY	0	-0.2275445659	11.67346939	0.2354851253	0	self-energy	sharp_wc_2_b_50	0.4519709991	0.01652567664	-7.054420055	1.979916143	-6.282991137	1.58766262	-5.04708508	1.912118443	-6.586116514	1.58480345	-7.292411136	1.984113284	0.4490462684	0.02424924564	0.3117637507	0.0005068724102	0	0.4059296834	2.981481481	2	1.26067841	a248bdd	2x2_2C_8b_C2v_L	12.50285714	1.227526066	2	1.666608095	1.2275260658794913	1.9999999999999998	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.4129878293	-0.2125880571	0.1187869631	0.05042398381	1.94406037	-0.04300972716	0.2558497347	-0.2367790204	1.959626838	-0.2419759481	-2.568440376	1.034419956	0.2435378533	0.09295614358	1.135433097	-0.4848713358	0.01662855629	-0.0001463828535	2.751781617	-1.114666357	2.724810013	-0.04186191415	0.3473627522	-0.1289065544	0.4110226157	-0.2555285638	0.02560490152	-0.003010484049	0.003621889374	-0.00236991849	0.1596315203	-0.01694991999	0.118593684	0.04968479401	0.4162953586	-0.214799311	-0.1836684938	-0.06480948632	2.37259934	-0.08380592445	2.545811966	-1.057435503	-1.504232973	0.230334757	-1.189524716	0.4922532631	-0.06240576969	-0.09537257855	2.771023393	-1.122395292	-0.3055690995	0.004712754884	-0.01888478982	0.007105816477	2.705351748	-0.04168219255	-0.001948113946	0.0001005044541	0.4075312272	-0.253700426	0.1627240597	-0.01735439719	-0.04705135844	0.0301208776	2024-10-09@09:31	2.148148148	-0.583872924	1	8.326672685e-17	-0.1807186344	0.3888888889	1.387778781e-16	0.07686757617	v2.7.1	
4	Broyden	-125.4022608	-77.91957671	7.138491161	YY	0	-0.2312374527	11.83673469	0.2291934554	0	self-energy	sharp_wc_2_b_50	0.3653893711	0.0148307539	-6.944723681	1.979859715	-6.434226402	1.593664564	-5.443907906	1.92023734	-6.839609437	1.597427465	-7.280667072	1.984971876	0.3617117184	0.02130043931	0.2432024721	0.0005610649301	0	0.4039519503	2.981481481	2	1.26271573	a248bdd	2x2_2C_8b_C2v_L	12.72142857	1.221786695	2	1.666667679	1.2217866953515175	2.0	boucle_modif.py	R0:N14:S0:1	uncorrelated	0.3998976729	-0.2021657744	0.11263048	0.04709604031	1.917140828	-0.04164329326	0.2675156938	-0.2414891399	1.93291413	-0.2318052202	-2.568304535	1.033080477	0.2706994482	0.0843472326	1.134825843	-0.4696545151	0.01524260976	-0.0002200173398	2.763503094	-1.103278648	2.684808653	-0.03929583971	0.3422802337	-0.1294978922	0.3977769184	-0.2404412123	0.03124199349	-0.003268484294	0.001714802139	-0.001081601971	0.1526775236	-0.01548724066	0.1124984336	0.04649713621	0.4029836137	-0.2039835364	-0.1646598989	-0.06703479634	2.340097179	-0.08120928111	2.55768229	-1.060330375	-1.466321343	0.2195513405	-1.175586185	0.4686564443	-0.04874916446	-0.08873177999	2.782995391	-1.111045463	-0.3067020427	0.004412489172	-0.01687952614	0.006384976323	2.665103079	-0.03912624682	-0.0008945170941	5.011399048e-05	0.3928967208	-0.2376118709	0.1567058472	-0.01594114546	-0.06126375061	0.03801183335	2024-10-09@08:55	2.148148148	-0.5767977952	1	-4.440892099e-16	-0.1752380323	0.3888888889	-1.110223025e-16	0.07461935119	v2.7.1	
1	Broyden	-127.2911347	-79.18814815	7.213065377	YY	0	-0.2341859622	12	0.2228808193	0	self-energy	sharp_wc_2_b_50	0.3434559087	0.01358356817	-6.951120154	1.980827287	-6.57378856	1.604541416	-5.72496803	1.922546959	-7.033186527	1.609408266	-7.357325003	1.98586195	0.3408949267	0.01855788863	0.2344464967	0.001080269875	0	0.4020545895	2.981481481	2	1.264643923	586562c	2x2_2C_8b_C2v_L	12.88	1.215898099	2	1.666698511	1.2158980989363466	2.000000000000001	fade.py	R0:N14:S0:1	uncorrelated	0.3919546393	-0.194167977	0.1082875179	0.04442686851	1.909852116	-0.03939308564	0.2617814548	-0.2366269535	1.926527477	-0.2224098042	-2.563506795	1.025301968	0.2539586657	0.08067902631	1.157118661	-0.4680380776	0.0183917229	-0.0003894275557	2.776430124	-1.091919321	2.674759046	-0.03791123945	0.3221838676	-0.1220631399	0.3903019285	-0.2290206162	0.05388265029	-0.005159375037	0.002012514499	-0.001202265676	0.1423168678	-0.01385709797	0.1080577826	0.04392964923	0.3949260407	-0.195772077	-0.1717826593	-0.06090510067	2.319719617	-0.0776978635	2.559171353	-1.053565883	-1.463975962	0.2103884703	-1.185032489	0.4628023126	-0.03613901709	-0.08550374866	2.793745013	-1.098787664	-0.2891663836	0.003834681147	-0.02026740957	0.007545631926	2.655937688	-0.03768825978	-0.0009964551637	0.0001129024481	0.3718718753	-0.2182064538	0.1520290724	-0.01480882099	-0.1111714432	0.06679256349	2024-09-30@15:18	2.148148148	-0.5699245836	1	1.387778781e-16	-0.1700646112	0.3888888889	-2.775557562e-17	0.07248790391	v2.7.3	
