CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	min_dist	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	opt_method	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1_ave	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
3	Broyden	0	-0.05189920676	-84.14128483	-103.1024	6.302235165	YY	9	0.3397306547	self-energy	sharp_wc_5_b_50	3.0461	2	1.217673096	0.2701236039	0.01171709467	-4.467433957	1.971260961	-4.498064357	1.734075136	-0.3414272936	1.639588969	1.734080528	1.639581733	-3.514538929	1.281186396	-0.5601765395	1.986734961	26f4f61	177.9690725	2x2_2C_8b_C2v_L	9.49	1.32196007	2	1.653445533	1.321960069	2	PRAXIS	0.2189802472	-0.1800008879	-4.415379526e-05	7.9880028e-05	0.02460035629	0.335356979	-0.2485480998	1.477085556	-0.3353481121	-1.477113768	-3.462944477e-05	3.641340817e-05	0.3775266815	-0.3576925944	run_cdmft.py	R0:S0:1	uncorrelated	4.875808262e-05	-0.0004513175299	-1.182439528	0.3345079162	-1.742227534	1.728081123	-0.1406456413	1.164600349	1.728049626	1.164586699	2.199974426	-3.370346353	3.838452341e-05	-0.0001611111526	2025-02-03@16:08	1.9019	-0.7043664415	1	-1.286654214e-16	-0.295252413	0.2229	-8.358564513e-17	0.118788624	v2.9.1	
4	Broyden	0	-0.05126888477	-83.53485734	-102.3024	6.251204838	YY	9	0.337282235	self-energy	sharp_wc_5_b_50	3.0461	2	1.216282824	0.2528539236	0.01157191735	-4.408552592	1.971042682	-4.455104289	1.730104516	-0.3383122314	1.634290584	1.730081755	1.634317718	-3.469223848	1.278562965	-0.5565411227	1.986398377	26f4f61	178.1524149	2x2_2C_8b_C2v_L	9.44	1.318864232	2	1.650567101	1.318864232	2	PRAXIS	0.2163827797	-0.1780184834	1.516299392e-06	0.0001076405493	0.0247771917	0.3333729732	-0.2501083386	1.483763392	-0.3334116642	-1.483646673	7.815034933e-05	6.280851003e-05	0.3794448212	-0.3616654586	run_cdmft.py	R0:S0:1	uncorrelated	-7.59465242e-05	0.0009000846938	-1.180397814	0.3364749165	-1.74123683	1.746958789	-0.1409664841	1.167113156	1.747093037	1.167160657	2.198910336	-3.372645445	-0.0001987162192	0.0008919499009	2025-02-03@16:12	1.9019	-0.7097182482	1	-1.658525818e-17	-0.2980552072	0.2229	1.392398945e-16	0.119713675	v2.9.1	
3	Broyden	0	-0.05073137405	-82.97469993	-101.5024	6.199571346	YY	9	0.3348721222	self-energy	sharp_wc_5_b_50	3.0461	2	1.214858421	0.2434440393	0.01139901814	-4.358534206	1.970916897	-4.414768818	1.726099343	-0.3365493081	1.629099785	1.726102328	1.629095093	-3.425120168	1.275733301	-0.5570909904	1.986127109	26f4f61	178.4072372	2x2_2C_8b_C2v_L	9.39	1.315762652	2	1.647716511	1.315762652	2	PRAXIS	0.2154274139	-0.1763322583	1.934437342e-05	-6.320582814e-05	0.0250961286	0.3323046777	-0.2517114257	1.490225536	-0.3322985742	-1.490242943	1.025691361e-05	-3.745197252e-05	0.3819942148	-0.365735482	run_cdmft.py	R0:S0:1	uncorrelated	3.298209649e-07	-3.629219591e-05	-1.178421118	0.3378297487	-1.740623408	1.765952499	-0.1417994775	1.171891211	1.76593464	1.171886413	2.198240512	-3.375397845	-1.129032788e-06	-1.221836763e-05	2025-02-03@16:14	1.9019	-0.7150742624	1	-1.036606648e-16	-0.3009542635	0.2229	-2.253221778e-16	0.12067092	v2.9.1	
3	Broyden	0	-0.05029497844	-82.41316664	-100.7024	6.145034174	YY	9	0.3325491977	self-energy	sharp_wc_5_b_50	3.0461	2	1.21334651	0.2355913865	0.01116907275	-4.305426171	1.970802419	-4.374291169	1.721939078	-0.3361136133	1.623394211	1.721979688	1.623327073	-3.38201559	1.27268334	-0.5562669217	1.98585596	26f4f61	178.595321	2x2_2C_8b_C2v_L	9.34	1.312695584	2	1.644745638	1.312695584	2	PRAXIS	0.2139662844	-0.1740880176	-9.206017007e-05	-3.876233547e-07	0.02546638743	0.3324171093	-0.2540474754	1.499199163	-0.3323492608	-1.499441217	-2.349674083e-05	-0.0001428505995	0.3849457191	-0.3700886112	run_cdmft.py	R0:S0:1	uncorrelated	0.0001992166619	-0.002329547751	-1.176005287	0.3389822934	-1.739964425	1.78527511	-0.142264569	1.176701632	1.785035272	1.176623003	2.197630522	-3.378644456	7.587743642e-05	-0.0004279350638	2025-02-03@16:17	1.9019	-0.7207177642	1	-3.116137105e-16	-0.3040220587	0.2229	-3.753875696e-16	0.1216917689	v2.9.1	
3	Broyden	0	-0.04985761534	-81.85221467	-99.9024	6.087859755	YY	9	0.3302326728	self-energy	sharp_wc_5_b_50	3.0461	2	1.211760507	0.2295649936	0.01095432262	-4.254912209	1.970708028	-4.332044409	1.717486178	-0.3367724063	1.618349923	1.717439938	1.618430285	-3.339025142	1.269515847	-0.554471748	1.985549403	26f4f61	178.7183293	2x2_2C_8b_C2v_L	9.29	1.309605563	2	1.641598457	1.309605563	2	PRAXIS	0.212518114	-0.1718683564	0.0001043433753	-3.261491014e-06	0.02564440398	0.3335083626	-0.257338461	1.509316538	-0.3335868643	-1.509029678	9.03862074e-05	0.0001100451875	0.3883450954	-0.374934224	run_cdmft.py	R0:S0:1	uncorrelated	-0.0002091377213	0.002580373054	-1.173540971	0.3399759366	-1.739225898	1.805301806	-0.1412169832	1.176282415	1.805574689	1.176365045	2.196831292	-3.382001936	-0.0002124450934	0.0009709740857	2025-02-03@16:20	1.9019	-0.7266712211	1	-1.357704942e-16	-0.3071651685	0.2229	-2.248592929e-16	0.1227638755	v2.9.1	
3	Broyden	0	-0.04947449307	-81.30261986	-99.1024	6.027981894	YY	9	0.3280084	self-energy	sharp_wc_5_b_50	3.0461	2	1.210082733	0.225400345	0.01073453626	-4.207361236	1.970648726	-4.291247528	1.712855487	-0.336099162	1.61063998	1.712799142	1.610751251	-3.296772047	1.265987422	-0.5534604372	1.98524774	26f4f61	178.5511917	2x2_2C_8b_C2v_L	9.24	1.306537433	2	1.638383116	1.306537433	2	PRAXIS	0.21147796	-0.1697227745	0.0001267145839	1.409969192e-05	0.02580564911	0.3348504438	-0.2604791101	1.523638073	-0.3349477503	-1.523263646	5.693405565e-06	0.0002211252994	0.392134305	-0.3800251557	run_cdmft.py	R0:S0:1	uncorrelated	-0.0002596365311	0.003301813236	-1.171132708	0.3406750871	-1.738682673	1.825848389	-0.1401894101	1.179449752	1.826181207	1.179544457	2.196217349	-3.385973606	-6.23622096e-05	0.000417368394	2025-02-03@16:23	1.9019	-0.7328474312	1	3.546387764e-17	-0.3105204529	0.2229	9.360766186e-17	0.1238998082	v2.9.1	
3	Broyden	0	-0.04916496579	-80.76944398	-98.3024	5.968219157	YY	9	0.3257459001	self-energy	sharp_wc_5_b_50	3.0461	2	1.208391947	0.2229364485	0.01055560511	-4.160767279	1.970607417	-4.250687647	1.708133786	-0.3384127609	1.605421116	1.707904991	1.605934419	-3.254101662	1.26229675	-0.5534163372	1.98496835	26f4f61	178.7031239	2x2_2C_8b_C2v_L	9.19	1.303405399	2	1.635181003	1.303405399	2	PRAXIS	0.2109864348	-0.1678430938	0.000407748486	0.0003368007092	0.02604893441	0.3374864516	-0.2637687566	1.533462861	-0.3379141117	-1.5318266	3.81826625e-05	0.0008622272934	0.395748813	-0.3849338456	run_cdmft.py	R0:S0:1	uncorrelated	-0.000985472757	0.01313540621	-1.168666714	0.3412535901	-1.7380524	1.846552627	-0.1399219534	1.182825495	1.847906807	1.183157575	2.195492408	-3.390159359	-0.0002264133692	0.001555236142	2025-02-03@16:26	1.9019	-0.7389796653	1	-1.638365766e-16	-0.3138831725	0.2229	-3.54674586e-17	0.1250438444	v2.9.1	
2	Broyden	0	-0.04885862793	-80.24495533	-97.5024	5.905669714	YY	9	0.3235268742	self-energy	sharp_wc_5_b_50	3.0461	2	1.206608503	0.2212334278	0.01094458369	-4.119449461	1.970559004	-4.208974372	1.703420652	-0.3397326418	1.597453212	1.702371452	1.600090988	-3.212643859	1.258309637	-0.5547842692	1.984664129	26f4f61	178.5767279	2x2_2C_8b_C2v_L	9.14	1.300248437	2	1.631872527	1.300248437	2	PRAXIS	0.2106858575	-0.1669892448	0.001560697733	0.00245815046	0.02625528205	0.3396108996	-0.267092873	1.548915911	-0.3417014168	-1.54088985	1.862534443e-05	0.003986690221	0.4000934591	-0.3903828782	run_cdmft.py	R0:S0:1	uncorrelated	-0.004304411971	0.05993882521	-1.166610921	0.3418836014	-1.737226986	1.866151397	-0.1392330269	1.186947404	1.872370881	1.188261662	2.195028812	-3.394789025	-0.0005430983774	0.005128269941	2025-02-03@16:29	1.9019	-0.7453643319	1	-4.506465322e-16	-0.317426368	0.2229	2.70522536e-16	0.1262503357	v2.9.1	
4	Broyden	0	-0.048839934	-78.65961999	-96.7024	5.764210917	YY	9	0.3220765277	self-energy	sharp_wc_5_b_50	3.0461	2	1.201968392	0.1592460183	0.1597918877	-3.571431331	1.940805699	-4.154076111	1.707129528	-0.3360332725	1.497773329	1.707138643	1.497712918	-3.184384241	1.22784762	-0.4864061508	1.987693589	26f4f61	164.1560022	2x2_2C_8b_C2v_L	9.09	1.294176369	2	1.628151356	1.294176369	2	PRAXIS	-0.0001247772768	0.0004009863456	-2.737613225e-06	-3.280093834e-05	0.02293033652	0.3693959416	-0.2867087106	1.807332952	-0.3693379793	-1.807455205	1.589225433e-05	0.0001370714328	0.4133496445	-0.3942615369	run_cdmft.py	R0:S0:1	uncorrelated	-0.183078135	1.526653249	-1.161570365	0.5308518833	-1.736454749	1.823844164	-0.1107523525	1.155715907	1.8237936	1.155693656	2.192549683	-3.446738655	-0.0001869952133	0.0008982177849	2025-02-03@16:32	1.9019	-0.7567688871	1	-3.725178777e-16	-0.3296369949	0.2229	-4.74871784e-16	0.1302084426	v2.9.1	
2	Broyden	0	-0.04841090542	-78.18445723	-95.9024	5.700747767	YY	9	0.3193661228	self-energy	sharp_wc_5_b_50	3.0461	2	1.200081702	0.1621715003	0.1680664484	-3.53882721	1.939054734	-4.115127737	1.701928849	-0.33956135	1.49349277	1.701958879	1.493422622	-3.141787497	1.222331355	-0.4901665145	1.987343007	26f4f61	163.835507	2x2_2C_8b_C2v_L	9.04	1.290288685	2	1.624835878	1.290288685	2	PRAXIS	-0.0004455177324	0.001526508204	-0.0001523097545	0.0001729189663	0.02310860993	0.3733461283	-0.2900364578	1.811749236	-0.3732861525	-1.811978109	7.635489739e-05	-0.0001279804936	0.4178995843	-0.4002022929	run_cdmft.py	R0:S0:1	uncorrelated	-0.1866869364	1.564688769	-1.160716946	0.5416849604	-1.736025258	1.84548232	-0.1104880186	1.159751547	1.845311234	1.159670151	2.191767174	-3.453164672	-0.0001275800923	0.0004688139137	2025-02-03@16:34	1.9019	-0.7630780196	1	4.579192607e-17	-0.3333379346	0.2229	-3.074025781e-16	0.1315226746	v2.9.1	
1	Broyden	0	-0.04800921171	-77.72223712	-95.1024	5.637481733	YY	9	0.3165933265	self-energy	sharp_wc_5_b_50	3.0461	2	1.198182989	0.1666512969	0.1761128137	-3.509972132	1.937335149	-4.075200067	1.696395874	-0.3454505403	1.49304166	1.69640322	1.493016641	-3.098605275	1.216662621	-0.4940554104	1.987015112	26f4f61	163.6538527	2x2_2C_8b_C2v_L	8.99	1.286309841	2	1.62152669	1.286309841	2	PRAXIS	-0.0001154215521	0.0003954654137	-3.560550123e-05	3.460997146e-05	0.02351731927	0.3784033898	-0.2935895148	1.809375898	-0.3783850516	-1.809442844	5.88331543e-05	-4.140166988e-05	0.4222484618	-0.4059314702	run_cdmft.py	R0:S0:1	uncorrelated	-0.1908196072	1.602122543	-1.160421303	0.5523691763	-1.735434252	1.868214561	-0.1105094619	1.163667158	1.868173172	1.163648502	2.190790444	-3.4597248	-0.0001157497291	0.0004809226137	2025-02-03@16:36	1.9019	-0.7693401825	1	-1.94197587e-17	-0.3370276907	0.2229	-2.213777639e-16	0.1328450326	v2.9.1	
1	Broyden	0	-0.04753057482	-77.25573564	-94.3024	5.570969099	YY	9	0.3138800893	self-energy	sharp_wc_5_b_50	3.0461	2	1.196188236	0.1710531208	0.1848561315	-3.47891331	1.935451711	-4.034516849	1.690706823	-0.3510269626	1.491212402	1.690738228	1.491144678	-3.057799018	1.211032759	-0.4973762092	1.986629851	26f4f61	163.6117198	2x2_2C_8b_C2v_L	8.94	1.282345083	2	1.618023599	1.282345082	2	PRAXIS	-0.00039773491	0.001436646389	-0.0001405281905	0.0001575507167	0.02363909978	0.3839097264	-0.2975615889	1.810431806	-0.3838429953	-1.810671616	-0.0001656547531	2.743611539e-05	0.4273307077	-0.4123517799	run_cdmft.py	R0:S0:1	uncorrelated	-0.1950015988	1.640726807	-1.159670214	0.5638758379	-1.734698239	1.891063919	-0.1094219862	1.164222602	1.890884938	1.164145875	2.190203355	-3.466251323	0.0002883921184	-0.001283829851	2025-02-03@16:37	1.9019	-0.7759673932	1	-9.326967147e-17	-0.340826221	0.2229	1.457199791e-16	0.1342275466	v2.9.1	
1	Broyden	0	-0.0470715546	-76.82630222	-93.5024	5.503687681	YY	9	0.3111340573	self-energy	sharp_wc_5_b_50	3.0461	2	1.194159988	0.1752208668	0.1932731772	-3.45414079	1.933648861	-3.997596671	1.68504143	-0.3587034822	1.491665723	1.684997655	1.491776228	-3.016316866	1.205308994	-0.5009874506	1.986257558	26f4f61	163.6531652	2x2_2C_8b_C2v_L	8.89	1.278323257	2	1.614457445	1.278323257	2	PRAXIS	0.0005925430851	-0.002145419119	0.0002162820833	-0.0002442333944	0.02379129552	0.3903691861	-0.3021439051	1.808443312	-0.3904557187	-1.808084345	1.48134988e-05	0.0001173582571	0.4323584633	-0.418718122	run_cdmft.py	R0:S0:1	uncorrelated	-0.1989819029	1.677471508	-1.159691583	0.5749359755	-1.734689313	1.913893635	-0.1084272364	1.164081622	1.914141169	1.164184997	2.189398149	-3.472737595	-4.6808412e-05	0.0003094708502	2025-02-03@16:39	1.9019	-0.7826779424	1	-4.73264055e-17	-0.3446243407	0.2229	-2.153256438e-16	0.1356273735	v2.9.1	
1	Broyden	0	-0.0465070012	-76.36858613	-92.7024	5.43470887	YY	9	0.3084390359	self-energy	sharp_wc_5_b_50	3.0461	2	1.19205981	0.1791661714	0.2023267524	-3.421650099	1.931598732	-3.959841383	1.679018515	-0.3638615331	1.4891362	1.679054325	1.48904426	-2.974347546	1.199141643	-0.5051978512	1.985864498	26f4f61	163.7107692	2x2_2C_8b_C2v_L	8.84	1.27428057	2	1.610864041	1.27428057	2	PRAXIS	-0.000443561615	0.001651524187	-0.0001619060706	0.0001854178808	0.02409038377	0.3954975787	-0.305871123	1.809081194	-0.3954168248	-1.809381689	-0.0002157834729	7.410043243e-05	0.4375026582	-0.4253113186	run_cdmft.py	R0:S0:1	uncorrelated	-0.2028325182	1.714975652	-1.15873991	0.5870842708	-1.734287913	1.937855058	-0.1077117159	1.167211079	1.93765255	1.167131485	2.188439264	-3.479743411	0.0003596919566	-0.001532287534	2025-02-03@16:40	1.9019	-0.7894924124	1	4.42646987e-17	-0.3485804149	0.2229	2.38746576e-17	0.137067159	v2.9.1	
1	Broyden	0	-0.04588747253	-75.90777074	-91.9024	5.364598608	YY	9	0.3057554063	self-energy	sharp_wc_5_b_50	3.0461	2	1.189917661	0.1835212386	0.2112215086	-3.394691925	1.929597355	-3.917597093	1.672440336	-0.3705433788	1.489017374	1.672416402	1.489096627	-2.931841279	1.192890501	-0.5084897569	1.985464954	26f4f61	163.8598843	2x2_2C_8b_C2v_L	8.79	1.270224234	2	1.607180657	1.270224234	2	PRAXIS	0.0003271379424	-0.001213908358	0.0001161003539	-0.0001194243898	0.0240595833	0.4022376023	-0.3101460488	1.80660557	-0.402290625	-1.806381762	-6.337983043e-05	8.400972169e-05	0.4426314084	-0.4320199192	run_cdmft.py	R0:S0:1	uncorrelated	-0.2068186759	1.751642259	-1.158457423	0.5989978448	-1.733293367	1.963151968	-0.1061443387	1.166080004	1.963285388	1.166129421	2.18719958	-3.486720235	0.000124714434	-0.0004543510123	2025-02-03@16:42	1.9019	-0.7964412266	1	-4.113568564e-16	-0.3525363581	0.2229	7.520835475e-17	0.1385342134	v2.9.1	
1	Broyden	0	-0.04524147244	-75.45968198	-91.1024	5.293323532	YY	9	0.3030602074	self-energy	sharp_wc_5_b_50	3.0461	2	1.187719346	0.1878379736	0.220289112	-3.365526101	1.927490285	-3.878703614	1.66571256	-0.3764722976	1.488072725	1.665762217	1.487919543	-2.890366686	1.186472121	-0.5130240132	1.98505788	26f4f61	164.013316	2x2_2C_8b_C2v_L	8.74	1.266094227	2	1.603469666	1.266094227	2	PRAXIS	-0.0006394393962	0.002428932503	-0.0002413885198	0.0002669283922	0.02408456449	0.4087544323	-0.3141202999	1.804132762	-0.4086493837	-1.804589622	-7.595433175e-05	-6.462273414e-05	0.4479767923	-0.438839799	run_cdmft.py	R0:S0:1	uncorrelated	-0.2106787221	1.787745816	-1.157928546	0.6113037292	-1.732801251	1.989121984	-0.104959292	1.16743428	1.988844883	1.167336168	2.186279304	-3.493883674	0.0001358393444	-0.0006434248252	2025-02-03@16:43	1.9019	-0.8034571309	1	4.309341321e-17	-0.3565874879	0.2229	3.475767501e-17	0.1400263868	v2.9.1	
1	Broyden	0	-0.04458620721	-75.02269613	-90.3024	5.22282908	YY	9	0.3003271676	self-energy	sharp_wc_5_b_50	3.0461	2	1.185525476	0.1922308652	0.2289047627	-3.334415224	1.925353767	-3.839687217	1.658801515	-0.3855986321	1.491314541	1.658815421	1.491264264	-2.849876867	1.18021623	-0.5173447767	1.984639599	26f4f61	164.2114757	2x2_2C_8b_C2v_L	8.69	1.261910142	2	1.599790212	1.261910142	2	PRAXIS	-0.0001641308596	0.0006372635506	-5.406409113e-05	4.670851368e-05	0.02451345524	0.4156008056	-0.3187240574	1.795080869	-0.4155629762	-1.795219253	-7.619428951e-05	5.00917565e-05	0.453458432	-0.4457860643	run_cdmft.py	R0:S0:1	uncorrelated	-0.214543654	1.822001496	-1.157149886	0.6234923056	-1.732204654	2.015563944	-0.1042538083	1.167876689	2.015486662	1.167853415	2.185563337	-3.500733848	0.0001032186262	-0.0004122684451	2025-02-03@16:45	1.9019	-0.8103698579	1	-4.264719281e-16	-0.3605851713	0.2229	-2.973868664e-16	0.1415050619	v2.9.1	
1	Broyden	0	-0.0438211435	-74.58401323	-89.5024	5.148579743	YY	9	0.2976527578	self-energy	sharp_wc_5_b_50	3.0461	2	1.183210724	0.1955962073	0.2382166661	-3.307820521	1.923124669	-3.801852963	1.651587974	-0.39153923	1.490192014	1.651630356	1.49004615	-2.807230511	1.173381098	-0.5219590176	1.984208946	26f4f61	164.4462937	2x2_2C_8b_C2v_L	8.64	1.257712725	2	1.595918169	1.257712725	2	PRAXIS	-0.0005397052424	0.00210949497	-0.0002102215125	0.0002302060998	0.02443576717	0.4223815892	-0.3228553663	1.792111983	-0.4222946359	-1.792527525	-4.603686748e-05	-7.112794016e-05	0.4589453169	-0.4529734369	run_cdmft.py	R0:S0:1	uncorrelated	-0.2179357717	1.85678285	-1.156886937	0.6362573313	-1.731850187	2.042855099	-0.1028421847	1.168854126	2.042620925	1.168784398	2.184170648	-3.508058188	9.058958777e-05	-0.0004371963058	2025-02-03@16:46	1.9019	-0.8176678383	1	-9.164364633e-17	-0.3647498216	0.2229	8.803628507e-17	0.1430567287	v2.9.1	
1	Broyden	0	-0.0430348176	-74.14446541	-88.7024	5.075369641	YY	9	0.2949412577	self-energy	sharp_wc_5_b_50	3.0461	2	1.180901359	0.1991105926	0.2473079958	-3.275624502	1.92076646	-3.763306973	1.644054813	-0.3998144983	1.492580206	1.644070575	1.49251707	-2.765811538	1.166654138	-0.5267226006	1.983768991	26f4f61	164.7379652	2x2_2C_8b_C2v_L	8.59	1.253448539	2	1.592118607	1.253448539	2	PRAXIS	-0.0002117474875	0.0008341925322	-7.93602009e-05	7.564932431e-05	0.02476055173	0.4291531783	-0.3272472061	1.782980122	-0.4291212895	-1.783145372	7.588620161e-05	-8.845665827e-05	0.4644972474	-0.4602062206	run_cdmft.py	R0:S0:1	uncorrelated	-0.2214243584	1.890366451	-1.155916254	0.6493214387	-1.731276908	2.071038046	-0.1019411653	1.169482936	2.070951875	1.169461735	2.183105289	-3.515185647	-0.0001344209989	0.0004749856257	2025-02-03@16:48	1.9019	-0.8248039658	1	2.145022826e-16	-0.3688881694	0.2229	-1.418374067e-16	0.1445898788	v2.9.1	
